primary_label,type,latitude,longitude,scientific_name,common_name,date,time,date_was_corrected,time_was_corrected
daejun,"['adult', 'life stage uncertain', 'male', 'song']",39.0058,-114.3098,Junco hyemalis,Dark-eyed Junco,2018-06-08,1900-01-01 08:54:00,False,False
daejun,"['adult', 'life stage uncertain', 'male', 'song']",39.0058,-114.3098,Junco hyemalis,Dark-eyed Junco,2018-06-08,1900-01-01 08:06:00,False,False
daejun,"['adult', 'life stage uncertain', 'male', 'song']",40.6894,-110.9078,Junco hyemalis,Dark-eyed Junco,2018-06-16,1900-01-01 10:48:00,False,False
daejun,"['adult', 'male', 'song']",40.5788,-111.0498,Junco hyemalis,Dark-eyed Junco,2018-06-17,1900-01-01 04:52:00,False,False
daejun,"['adult', 'male', 'song']",40.603,-115.3771,Junco hyemalis,Dark-eyed Junco,2018-06-11,1900-01-01 09:23:00,False,False
daejun,"['adult', 'male', 'song']",40.603,-115.3771,Junco hyemalis,Dark-eyed Junco,2018-06-11,1900-01-01 08:27:00,False,False
daejun,"['call', 'life stage uncertain', 'sex uncertain']",40.603,-115.3771,Junco hyemalis,Dark-eyed Junco,2018-06-11,1900-01-01 08:16:00,False,False
daejun,"['call', 'life stage uncertain', 'sex uncertain']",39.0058,-114.3098,Junco hyemalis,Dark-eyed Junco,2018-06-08,1900-01-01 07:57:00,False,False
daejun,"['adult', 'male', 'song']",35.1592,-111.6557,Junco hyemalis,Dark-eyed Junco,2018-06-19,1900-01-01 07:53:00,False,False
daejun,['song'],32.8547,-116.4201,Junco hyemalis,Dark-eyed Junco,2020-06-15,1900-01-01 05:18:00,False,False
daejun,"['adult', 'male', 'song']",39.3025,-119.833,Junco hyemalis,Dark-eyed Junco,2020-06-30,1900-01-01 08:00:00,False,False
daejun,"['adult', 'sex uncertain', 'song']",35.4018,-111.7567,Junco hyemalis,Dark-eyed Junco,2020-07-18,1900-01-01 08:19:00,False,False
daejun,"['adult', 'male', 'song']",41.6896,-118.743,Junco hyemalis,Dark-eyed Junco,2020-07-12,1900-01-01 07:00:00,False,False
daejun,"['adult', 'alarm call', 'call']",41.6896,-118.743,Junco hyemalis,Dark-eyed Junco,2020-07-12,1900-01-01 08:30:00,False,False
daejun,"['adult', 'male', 'song']",47.7564,-123.0944,Junco hyemalis,Dark-eyed Junco,2020-07-14,1900-01-01 11:22:00,False,False
daejun,"['adult', 'call', 'sex uncertain']",48.1429,-122.7771,Junco hyemalis,Dark-eyed Junco,2020-08-07,1900-01-01 09:45:00,False,False
daejun,"['adult', 'male', 'song']",49.0561,-119.5552,Junco hyemalis,Dark-eyed Junco,2001-04-09,1900-01-01 08:00:00,False,False
daejun,"['life stage uncertain', 'sex uncertain', 'song']",42.7134,-71.6445,Junco hyemalis,Dark-eyed Junco,2020-04-16,1900-01-01 09:30:00,False,False
daejun,"['life stage uncertain', 'sex uncertain', 'song']",42.8499,-71.8871,Junco hyemalis,Dark-eyed Junco,2020-07-05,1900-01-01 09:00:00,False,False
daejun,"['life stage uncertain', 'sex uncertain', 'song']",42.8628,-72.0967,Junco hyemalis,Dark-eyed Junco,2020-07-08,1900-01-01 08:30:00,False,False
daejun,"['call', 'life stage uncertain', 'sex uncertain', 'song']",42.7463,-71.7074,Junco hyemalis,Dark-eyed Junco,2020-04-20,1900-01-01 11:00:00,False,False
daejun,['uncertain'],46.2915,-62.9109,Junco hyemalis,Dark-eyed Junco,2020-07-19,1900-01-01 05:22:00,False,False
daejun,['uncertain'],46.2915,-62.9109,Junco hyemalis,Dark-eyed Junco,2020-07-19,1900-01-01 05:07:00,False,False
daejun,['uncertain'],35.987,-87.145,Junco hyemalis,Dark-eyed Junco,2020-11-26,1900-01-01 06:00:00,False,False
daejun,"['adult', 'male', 'song']",33.5749,-109.3347,Junco hyemalis,Dark-eyed Junco,2020-05-27,1900-01-01 16:51:00,False,False
daejun,"['adult', 'male', 'song']",33.5749,-109.3347,Junco hyemalis,Dark-eyed Junco,2020-05-28,1900-01-01 04:42:00,False,False
daejun,"['adult', 'male', 'song']",33.5749,-109.3347,Junco hyemalis,Dark-eyed Junco,2020-05-28,1900-01-01 05:59:00,False,False
daejun,"['adult', 'male', 'song']",33.639,-109.3221,Junco hyemalis,Dark-eyed Junco,2020-05-28,1900-01-01 11:18:00,False,False
daejun,"['adult', 'call', 'male']",41.8302,-88.7314,Junco hyemalis,Dark-eyed Junco,2020-11-17,1900-01-01 08:57:00,False,False
daejun,"['adult', 'call', 'male']",41.8302,-88.7314,Junco hyemalis,Dark-eyed Junco,2020-11-17,1900-01-01 08:51:00,False,False
daejun,"['adult', 'call', 'male']",41.8284,-88.3205,Junco hyemalis,Dark-eyed Junco,2020-12-15,1900-01-01 09:39:00,False,False
daejun,"['adult', 'male', 'song']",47.6747,-122.2536,Junco hyemalis,Dark-eyed Junco,2020-05-09,1900-01-01 07:41:00,False,False
daejun,"['adult', 'sex uncertain', 'song']",40.5114,-106.0103,Junco hyemalis,Dark-eyed Junco,2020-05-04,1900-01-01 15:52:00,False,False
daejun,"['call', 'song']",63.673,-151.112,Junco hyemalis,Dark-eyed Junco,1999-07-17,1900-01-01 22:10:00,False,False
daejun,['song'],40.8208115371123,-74.2016687391879,Junco hyemalis,Dark-eyed Junco,1983-03-01,1900-01-01 00:00:01,True,True
daejun,['subsong'],44.942,-93.259,Junco hyemalis,Dark-eyed Junco,2012-03-15,1900-01-01 12:48:00,False,False
daejun,"['call', 'song']",44.942,-93.259,Junco hyemalis,Dark-eyed Junco,2012-03-22,1900-01-01 08:30:00,False,False
daejun,['song'],44.942,-93.259,Junco hyemalis,Dark-eyed Junco,2012-03-22,1900-01-01 08:30:00,False,False
eucdov,['song'],58.2765,14.2763,Streptopelia decaocto,Eurasian Collared-Dove,2012-06-05,1900-01-01 04:41:00,False,False
eucdov,['song'],47.699,-3.276,Streptopelia decaocto,Eurasian Collared-Dove,2012-07-23,1900-01-01 12:00:00,False,False
eucdov,"['call', 'wing flapping']",47.699,-3.276,Streptopelia decaocto,Eurasian Collared-Dove,2012-07-23,1900-01-01 12:00:00,False,False
eucdov,['song'],40.5931,-105.0926,Streptopelia decaocto,Eurasian Collared-Dove,2012-04-10,1900-01-01 07:10:00,False,False
eucdov,['song'],52.443,21.094,Streptopelia decaocto,Eurasian Collared-Dove,2012-03-05,1900-01-01 08:36:00,False,False
eucdov,['song'],54.5789,11.9284,Streptopelia decaocto,Eurasian Collared-Dove,2010-04-07,1900-01-01 10:01:00,False,False
eucdov,['song'],53.0049,4.7821,Streptopelia decaocto,Eurasian Collared-Dove,2013-04-06,1900-01-01 14:00:00,False,False
eucdov,"['male', 'song']",49.9196,-6.3053,Streptopelia decaocto,Eurasian Collared-Dove,2013-04-06,1900-01-01 07:26:00,False,False
eucdov,"['male', 'song']",49.9196,-6.3053,Streptopelia decaocto,Eurasian Collared-Dove,2013-04-06,1900-01-01 07:33:00,False,False
eucdov,"['flight call', 'song']",45.4782,11.0348,Streptopelia decaocto,Eurasian Collared-Dove,2013-04-14,1900-01-01 06:30:00,False,False
eucdov,"['chorus of several small non-identified passerines', 'call', 'female', 'male']",44.3494,-1.067,Streptopelia decaocto,Eurasian Collared-Dove,2013-04-14,1900-01-01 13:00:00,False,False
eucdov,['song'],55.9937,-3.5605,Streptopelia decaocto,Eurasian Collared-Dove,2013-05-10,1900-01-01 10:00:00,False,False
eucdov,['song'],55.9964,-3.4671,Streptopelia decaocto,Eurasian Collared-Dove,2013-05-12,1900-01-01 17:30:00,False,False
eucdov,['song'],43.2731,1.9528,Streptopelia decaocto,Eurasian Collared-Dove,2013-05-17,1900-01-01 07:00:00,False,False
eucdov,['song'],47.301,-1.556,Streptopelia decaocto,Eurasian Collared-Dove,2013-05-22,1900-01-01 07:30:00,False,False
eucdov,['song'],43.3697,-0.3453,Streptopelia decaocto,Eurasian Collared-Dove,2012-07-01,1900-01-01 10:00:00,False,False
eucdov,['call'],41.1267,-104.697,Streptopelia decaocto,Eurasian Collared-Dove,2013-05-05,1900-01-01 09:00:00,False,False
eucdov,['song'],35.5196,23.8927,Streptopelia decaocto,Eurasian Collared-Dove,2013-05-09,1900-01-01 07:00:00,False,False
eucdov,['song'],39.3487,16.1926,Streptopelia decaocto,Eurasian Collared-Dove,2012-07-19,1900-01-01 10:12:00,False,False
eucdov,['call'],51.1704,-0.1691,Streptopelia decaocto,Eurasian Collared-Dove,2013-08-04,1900-01-01 06:30:00,False,False
eucdov,['song'],52.3263,-0.0773,Streptopelia decaocto,Eurasian Collared-Dove,2013-07-11,1900-01-01 05:35:00,False,False
eucdov,['song'],39.8427,-5.9972,Streptopelia decaocto,Eurasian Collared-Dove,2013-04-07,1900-01-01 08:29:00,False,False
eucdov,['song'],33.1033,35.6092,Streptopelia decaocto,Eurasian Collared-Dove,2011-04-19,1900-01-01 07:00:00,False,False
eucdov,['song'],33.1033,35.6092,Streptopelia decaocto,Eurasian Collared-Dove,2011-04-19,1900-01-01 10:00:00,False,False
eucdov,['call'],39.9976,-105.1179,Streptopelia decaocto,Eurasian Collared-Dove,2014-01-24,1900-01-01 00:00:00,False,False
eucdov,"['flight call', 'male', 'song']",37.3811,-5.947,Streptopelia decaocto,Eurasian Collared-Dove,2014-02-15,1900-01-01 00:00:01,False,True
eucdov,"['flight call', 'male', 'song']",37.3811,-5.947,Streptopelia decaocto,Eurasian Collared-Dove,2014-02-15,1900-01-01 00:00:01,False,True
eucdov,"['call', 'flight call', 'male']",37.3811,-5.947,Streptopelia decaocto,Eurasian Collared-Dove,2014-02-15,1900-01-01 00:00:01,False,True
eucdov,"['call', 'male']",37.3811,-5.947,Streptopelia decaocto,Eurasian Collared-Dove,2014-03-04,1900-01-01 00:00:01,False,True
eucdov,['song'],46.9509,7.4339,Streptopelia decaocto,Eurasian Collared-Dove,2014-04-16,1900-01-01 06:30:00,False,False
eucdov,"['male', 'song']",40.9663,68.7289,Streptopelia decaocto,Eurasian Collared-Dove,2014-05-12,1900-01-01 11:30:00,False,False
eucdov,"['male', 'song']",39.5718,64.7348,Streptopelia decaocto,Eurasian Collared-Dove,2014-05-08,1900-01-01 18:00:00,False,False
eucdov,['song'],39.5718,64.7348,Streptopelia decaocto,Eurasian Collared-Dove,2014-05-08,1900-01-01 18:00:00,False,False
eucdov,"['male', 'song']",39.953,64.7676,Streptopelia decaocto,Eurasian Collared-Dove,2014-05-07,1900-01-01 14:30:00,False,False
eucdov,"['call', 'male', 'noise of wings']",39.4715,64.5245,Streptopelia decaocto,Eurasian Collared-Dove,2014-05-07,1900-01-01 18:30:00,False,False
eucdov,"['male', 'song']",39.4715,64.5245,Streptopelia decaocto,Eurasian Collared-Dove,2014-05-07,1900-01-01 18:00:00,False,False
eucdov,['song'],39.452,-6.243,Streptopelia decaocto,Eurasian Collared-Dove,2014-07-07,1900-01-01 12:30:00,False,False
eucdov,['song'],48.3673,10.9066,Streptopelia decaocto,Eurasian Collared-Dove,2014-08-15,1900-01-01 08:00:00,False,False
eucdov,['song'],48.3673,10.9066,Streptopelia decaocto,Eurasian Collared-Dove,2014-08-15,1900-01-01 08:00:00,False,False
eucdov,['call'],43.1905,40.385,Streptopelia decaocto,Eurasian Collared-Dove,2014-08-24,1900-01-01 08:00:00,False,False
eucdov,"['flight call', 'song']",25.0047,-80.5233,Streptopelia decaocto,Eurasian Collared-Dove,2014-07-06,1900-01-01 07:04:00,False,False
eucdov,['song'],37.3394,-107.9175,Streptopelia decaocto,Eurasian Collared-Dove,2014-06-01,1900-01-01 19:45:00,False,False
eucdov,['song'],50.6577,-1.1495,Streptopelia decaocto,Eurasian Collared-Dove,2014-06-29,1900-01-01 06:03:00,False,False
eucdov,['song'],47.7135,9.1738,Streptopelia decaocto,Eurasian Collared-Dove,2015-01-11,1900-01-01 09:30:00,False,False
eucdov,['call'],48.367,10.9056,Streptopelia decaocto,Eurasian Collared-Dove,2015-03-24,1900-01-01 00:00:01,False,True
eucdov,['flight call'],48.367,10.9056,Streptopelia decaocto,Eurasian Collared-Dove,2015-03-24,1900-01-01 00:00:01,False,True
eucdov,['song'],43.2847,5.3724,Streptopelia decaocto,Eurasian Collared-Dove,2015-04-19,1900-01-01 07:00:00,False,False
eucdov,"['song', 'wing flaps']",43.2847,5.3724,Streptopelia decaocto,Eurasian Collared-Dove,2015-04-19,1900-01-01 07:00:00,False,False
eucdov,"['call', 'song', 'wing flaps']",43.2847,5.3724,Streptopelia decaocto,Eurasian Collared-Dove,2015-04-19,1900-01-01 07:30:00,False,False
eucdov,['song'],44.5372,4.7145,Streptopelia decaocto,Eurasian Collared-Dove,2015-05-15,1900-01-01 09:30:00,False,False
eucdov,"['female', 'flight call', 'male', 'song']",47.3387,7.8415,Streptopelia decaocto,Eurasian Collared-Dove,2015-05-24,1900-01-01 07:39:00,False,False
eucdov,['song'],40.569,-105.1273,Streptopelia decaocto,Eurasian Collared-Dove,2015-04-08,1900-01-01 09:00:00,False,False
eucdov,['call'],42.5073,24.3325,Streptopelia decaocto,Eurasian Collared-Dove,2015-03-19,1900-01-01 14:53:00,False,False
eucdov,['song'],39.7103,16.5129,Streptopelia decaocto,Eurasian Collared-Dove,2015-07-17,1900-01-01 10:30:00,False,False
eucdov,"['call', 'male']",37.4176,-5.9972,Streptopelia decaocto,Eurasian Collared-Dove,2015-04-06,1900-01-01 00:00:01,False,True
eucdov,"['male', 'song']",37.4176,-5.9972,Streptopelia decaocto,Eurasian Collared-Dove,2015-04-15,1900-01-01 00:00:01,False,True
eucdov,['song'],52.1618,14.0924,Streptopelia decaocto,Eurasian Collared-Dove,2015-08-08,1900-01-01 06:50:00,False,False
eucdov,"['call', 'song']",31.84,-109.025,Streptopelia decaocto,Eurasian Collared-Dove,2015-05-30,1900-01-01 07:36:00,False,False
eucdov,"['call', 'song']",31.84,-109.025,Streptopelia decaocto,Eurasian Collared-Dove,2015-05-30,1900-01-01 07:55:00,False,False
eucdov,"['call', 'song']",31.84,-109.025,Streptopelia decaocto,Eurasian Collared-Dove,2015-05-30,1900-01-01 07:21:00,False,False
eucdov,['flight call'],37.4176,-5.9972,Streptopelia decaocto,Eurasian Collared-Dove,2015-05-10,1900-01-01 00:00:01,False,True
eucdov,"['male', 'song']",37.2072,-6.1784,Streptopelia decaocto,Eurasian Collared-Dove,2015-05-14,1900-01-01 00:00:01,False,True
eucdov,"['call', 'male']",37.2072,-6.1784,Streptopelia decaocto,Eurasian Collared-Dove,2015-05-17,1900-01-01 00:00:01,False,True
eucdov,"['male', 'song']",42.5073,24.3325,Streptopelia decaocto,Eurasian Collared-Dove,2015-07-22,1900-01-01 19:07:00,False,False
eucdov,"['male', 'song']",36.7448,-6.4318,Streptopelia decaocto,Eurasian Collared-Dove,2015-06-20,1900-01-01 00:00:01,False,True
eucdov,"['male', 'song', 'wingflapping']",51.94,5.9038,Streptopelia decaocto,Eurasian Collared-Dove,2015-07-16,1900-01-01 06:30:00,False,False
eucdov,"['call', 'flight call']",48.367,10.9056,Streptopelia decaocto,Eurasian Collared-Dove,2015-04-05,1900-01-01 00:00:01,False,True
eucdov,['flight call'],37.4176,-5.9972,Streptopelia decaocto,Eurasian Collared-Dove,2015-09-28,1900-01-01 00:00:01,False,True
eucdov,['song'],37.4176,-5.9972,Streptopelia decaocto,Eurasian Collared-Dove,2015-09-28,1900-01-01 00:00:01,False,True
eucdov,['song'],51.4039,-0.5143,Streptopelia decaocto,Eurasian Collared-Dove,2011-04-22,1900-01-01 08:30:00,False,False
eucdov,['song'],34.6347,-120.1408,Streptopelia decaocto,Eurasian Collared-Dove,2015-03-18,1900-01-01 08:00:00,False,False
eucdov,['song'],48.367,10.9056,Streptopelia decaocto,Eurasian Collared-Dove,2016-02-07,1900-01-01 08:00:00,False,False
eucdov,['song'],48.367,10.9056,Streptopelia decaocto,Eurasian Collared-Dove,2016-02-07,1900-01-01 09:00:00,False,False
eucdov,"['call', 'male', 'song']",42.5073,24.3325,Streptopelia decaocto,Eurasian Collared-Dove,2016-02-15,1900-01-01 16:33:00,False,False
eucdov,['call'],51.6279,0.4184,Streptopelia decaocto,Eurasian Collared-Dove,2016-02-27,1900-01-01 07:30:00,False,False
eucdov,['flight call'],51.6279,0.4184,Streptopelia decaocto,Eurasian Collared-Dove,2016-02-27,1900-01-01 07:30:00,False,False
eucdov,"['male', 'song']",49.634,26.2213,Streptopelia decaocto,Eurasian Collared-Dove,2015-08-24,1900-01-01 00:00:01,False,True
eucdov,"['male', 'song']",49.634,26.2213,Streptopelia decaocto,Eurasian Collared-Dove,2015-08-24,1900-01-01 00:00:01,False,True
eucdov,"['male', 'song']",49.634,26.2213,Streptopelia decaocto,Eurasian Collared-Dove,2015-08-25,1900-01-01 00:00:01,False,True
eucdov,"['male', 'song']",49.634,26.2213,Streptopelia decaocto,Eurasian Collared-Dove,2015-08-25,1900-01-01 00:00:01,False,True
eucdov,"['male', 'song']",49.634,26.2213,Streptopelia decaocto,Eurasian Collared-Dove,2015-08-26,1900-01-01 00:00:01,False,True
eucdov,['flight call'],40.5861,-111.8398,Streptopelia decaocto,Eurasian Collared-Dove,2016-03-19,1900-01-01 17:30:00,False,False
eucdov,"['male', 'song']",49.634,26.2213,Streptopelia decaocto,Eurasian Collared-Dove,2016-03-21,1900-01-01 19:05:00,False,False
eucdov,"['flight call', 'winsong']",37.5672,-6.0486,Streptopelia decaocto,Eurasian Collared-Dove,2016-03-14,1900-01-01 00:00:01,False,True
eucdov,"['male', 'song']",49.634,26.2213,Streptopelia decaocto,Eurasian Collared-Dove,2016-03-28,1900-01-01 18:39:00,False,False
eucdov,['song'],34.4754,9.6495,Streptopelia decaocto,Eurasian Collared-Dove,2016-02-12,1900-01-01 07:10:00,False,False
eucdov,"['song', 'wing flaps']",32.9861,9.6376,Streptopelia decaocto,Eurasian Collared-Dove,2016-02-15,1900-01-01 13:50:00,False,False
eucdov,['song'],32.9861,9.6376,Streptopelia decaocto,Eurasian Collared-Dove,2016-02-16,1900-01-01 06:45:00,False,False
eucdov,"['call', 'song', 'wing flaps']",32.9861,9.6376,Streptopelia decaocto,Eurasian Collared-Dove,2016-02-16,1900-01-01 06:55:00,False,False
eucdov,['song'],32.9861,9.6376,Streptopelia decaocto,Eurasian Collared-Dove,2016-02-17,1900-01-01 09:00:00,False,False
eucdov,['song'],46.0,1.0,Streptopelia decaocto,Eurasian Collared-Dove,2016-03-26,1900-01-01 07:00:00,False,False
eucdov,['song'],46.0,1.0,Streptopelia decaocto,Eurasian Collared-Dove,2016-03-26,1900-01-01 07:35:00,False,False
eucdov,['song'],46.0,1.0,Streptopelia decaocto,Eurasian Collared-Dove,2016-03-26,1900-01-01 08:00:00,False,False
eucdov,['song'],40.2286,-105.2903,Streptopelia decaocto,Eurasian Collared-Dove,2016-04-03,1900-01-01 07:30:00,False,False
eucdov,['song'],14.7279,-17.4329,Streptopelia decaocto,Eurasian Collared-Dove,2016-05-08,1900-01-01 15:30:00,False,False
eucdov,['song'],32.7409,-16.7406,Streptopelia decaocto,Eurasian Collared-Dove,2016-05-01,1900-01-01 11:20:00,False,False
eucdov,['call'],49.9501,18.9018,Streptopelia decaocto,Eurasian Collared-Dove,2016-05-05,1900-01-01 11:30:00,False,False
eucdov,['call'],47.5236,7.6077,Streptopelia decaocto,Eurasian Collared-Dove,2016-05-20,1900-01-01 20:00:00,False,False
eucdov,['song'],40.2223,28.8417,Streptopelia decaocto,Eurasian Collared-Dove,2016-05-21,1900-01-01 08:00:00,False,False
eucdov,['call'],40.2223,28.8417,Streptopelia decaocto,Eurasian Collared-Dove,2016-05-22,1900-01-01 10:30:00,False,False
eucdov,['song'],29.6095,34.9922,Streptopelia decaocto,Eurasian Collared-Dove,2016-04-11,1900-01-01 16:07:00,False,False
eucdov,['song'],14.7279,-17.4329,Streptopelia decaocto,Eurasian Collared-Dove,2016-06-18,1900-01-01 10:30:00,False,False
eucdov,['call'],47.1145,19.0909,Streptopelia decaocto,Eurasian Collared-Dove,2016-05-17,1900-01-01 06:18:00,False,False
eucdov,['call'],47.1552,19.0523,Streptopelia decaocto,Eurasian Collared-Dove,2016-05-20,1900-01-01 19:45:00,False,False
eucdov,['song'],40.0707,8.4842,Streptopelia decaocto,Eurasian Collared-Dove,2016-06-26,1900-01-01 10:00:00,False,False
eucdov,['flight call'],37.0951,-6.0386,Streptopelia decaocto,Eurasian Collared-Dove,2016-08-13,1900-01-01 00:00:01,False,True
eucdov,['call'],29.5721,34.9723,Streptopelia decaocto,Eurasian Collared-Dove,2009-02-26,1900-01-01 07:00:00,False,False
eucdov,['song'],52.7001,23.8501,Streptopelia decaocto,Eurasian Collared-Dove,2011-05-22,1900-01-01 07:00:00,False,False
eucdov,"['call', 'song']",48.635,-112.3305,Streptopelia decaocto,Eurasian Collared-Dove,2016-05-29,1900-01-01 15:29:00,False,False
eucdov,"['wing noise', 'song']",48.635,-112.3305,Streptopelia decaocto,Eurasian Collared-Dove,2016-05-31,1900-01-01 18:47:00,False,False
eucdov,"['wing noise', 'song']",48.635,-112.3305,Streptopelia decaocto,Eurasian Collared-Dove,2016-05-31,1900-01-01 18:54:00,False,False
eucdov,['flight call'],32.6176,-116.1866,Streptopelia decaocto,Eurasian Collared-Dove,2015-04-19,1900-01-01 11:03:00,False,False
eucdov,['song'],14.7279,-17.4329,Streptopelia decaocto,Eurasian Collared-Dove,2016-12-12,1900-01-01 16:30:00,False,False
eucdov,"['flight call', 'song']",51.9612,5.8104,Streptopelia decaocto,Eurasian Collared-Dove,2016-11-26,1900-01-01 09:45:00,False,False
eucdov,['call'],37.9081,-8.0376,Streptopelia decaocto,Eurasian Collared-Dove,2016-09-17,1900-01-01 00:00:00,False,False
eucdov,['song'],35.4762,23.9323,Streptopelia decaocto,Eurasian Collared-Dove,2013-05-04,1900-01-01 05:00:00,False,False
eucdov,['song'],35.4762,23.9323,Streptopelia decaocto,Eurasian Collared-Dove,2013-05-04,1900-01-01 05:00:00,False,False
eucdov,"['call', 'song']",33.1766,-115.6231,Streptopelia decaocto,Eurasian Collared-Dove,2017-02-15,1900-01-01 15:52:00,False,False
eucdov,['song'],38.2424,-121.8714,Streptopelia decaocto,Eurasian Collared-Dove,2017-03-11,1900-01-01 12:00:00,False,False
eucdov,"['call', 'flight call', 'song']",51.9612,5.8104,Streptopelia decaocto,Eurasian Collared-Dove,2016-11-26,1900-01-01 09:45:00,False,False
eucdov,['song'],52.6363,1.2763,Streptopelia decaocto,Eurasian Collared-Dove,2017-04-01,1900-01-01 07:00:00,False,False
eucdov,['song'],52.6422,1.2777,Streptopelia decaocto,Eurasian Collared-Dove,2017-04-06,1900-01-01 07:00:00,False,False
eucdov,"['male', 'song']",47.7001,9.5663,Streptopelia decaocto,Eurasian Collared-Dove,2017-02-25,1900-01-01 09:30:00,False,False
eucdov,['song'],52.162,14.0925,Streptopelia decaocto,Eurasian Collared-Dove,2017-04-17,1900-01-01 07:20:00,False,False
eucdov,"['male', 'song']",47.52,5.1812,Streptopelia decaocto,Eurasian Collared-Dove,2017-04-21,1900-01-01 09:00:00,False,False
eucdov,['song'],54.5789,11.9284,Streptopelia decaocto,Eurasian Collared-Dove,2010-04-07,1900-01-01 10:01:00,False,False
eucdov,"['call', 'song']",51.94,5.9038,Streptopelia decaocto,Eurasian Collared-Dove,2017-04-15,1900-01-01 08:19:00,False,False
eucdov,['song'],43.5564,3.6091,Streptopelia decaocto,Eurasian Collared-Dove,2017-04-22,1900-01-01 15:00:00,False,False
eucdov,['song'],27.9949,-15.6156,Streptopelia decaocto,Eurasian Collared-Dove,2016-04-15,1900-01-01 21:00:00,False,False
eucdov,['song'],47.9966,10.9545,Streptopelia decaocto,Eurasian Collared-Dove,2014-04-20,1900-01-01 07:04:00,False,False
eucdov,['song'],41.9166,19.2726,Streptopelia decaocto,Eurasian Collared-Dove,2017-04-28,1900-01-01 07:00:00,False,False
eucdov,['song'],42.7977,13.7098,Streptopelia decaocto,Eurasian Collared-Dove,2017-05-17,1900-01-01 19:00:00,False,False
eucdov,['call'],39.9517,8.4047,Streptopelia decaocto,Eurasian Collared-Dove,2017-05-15,1900-01-01 08:30:00,False,False
eucdov,['song'],47.9966,10.9536,Streptopelia decaocto,Eurasian Collared-Dove,2014-04-20,1900-01-01 07:04:00,False,False
eucdov,['song'],52.162,14.0928,Streptopelia decaocto,Eurasian Collared-Dove,2017-05-25,1900-01-01 05:40:00,False,False
eucdov,['song'],47.301,-1.556,Streptopelia decaocto,Eurasian Collared-Dove,2017-06-05,1900-01-01 06:30:00,False,False
eucdov,['song'],47.301,-1.556,Streptopelia decaocto,Eurasian Collared-Dove,2017-06-05,1900-01-01 07:00:00,False,False
eucdov,['song'],52.626395,1.295357,Streptopelia decaocto,Eurasian Collared-Dove,2007-12-16,1900-01-01 00:00:01,False,True
eucdov,['song'],52.626395,1.295357,Streptopelia decaocto,Eurasian Collared-Dove,2008-05-31,1900-01-01 00:00:01,False,True
eucdov,"['city sounds', 'song']",47.2878,-2.0347,Streptopelia decaocto,Eurasian Collared-Dove,2017-06-04,1900-01-01 11:00:00,False,False
eucdov,['song'],45.4367,10.9413,Streptopelia decaocto,Eurasian Collared-Dove,2017-06-12,1900-01-01 17:30:00,False,False
eucdov,"['male', 'song']",33.9232,-117.2632,Streptopelia decaocto,Eurasian Collared-Dove,2017-06-16,1900-01-01 08:30:00,False,False
eucdov,['song'],54.5789,11.9284,Streptopelia decaocto,Eurasian Collared-Dove,2017-04-16,1900-01-01 05:18:00,False,False
eucdov,['song'],54.5789,11.9284,Streptopelia decaocto,Eurasian Collared-Dove,2017-04-16,1900-01-01 05:23:00,False,False
eucdov,['song'],54.5789,11.9284,Streptopelia decaocto,Eurasian Collared-Dove,2017-04-16,1900-01-01 05:24:00,False,False
eucdov,['call'],54.5789,11.9284,Streptopelia decaocto,Eurasian Collared-Dove,2017-04-16,1900-01-01 06:02:00,False,False
eucdov,['song'],44.0711,1.8014,Streptopelia decaocto,Eurasian Collared-Dove,2017-03-11,1900-01-01 11:00:00,False,False
eucdov,['song'],44.0711,1.8014,Streptopelia decaocto,Eurasian Collared-Dove,2017-03-11,1900-01-01 11:00:00,False,False
eucdov,['song'],46.7236,2.8812,Streptopelia decaocto,Eurasian Collared-Dove,2015-07-12,1900-01-01 06:55:00,False,False
eucdov,"['male', 'song']",32.7201,-9.0005,Streptopelia decaocto,Eurasian Collared-Dove,2017-06-21,1900-01-01 00:00:01,False,True
eucdov,"['male', 'song', 'wingsong']",32.7201,-9.0005,Streptopelia decaocto,Eurasian Collared-Dove,2017-06-21,1900-01-01 00:00:01,False,True
eucdov,"['flight call', 'wingsong']",32.7201,-9.0005,Streptopelia decaocto,Eurasian Collared-Dove,2017-06-21,1900-01-01 00:00:01,False,True
eucdov,"['flight call', 'wingsong']",32.7201,-9.0005,Streptopelia decaocto,Eurasian Collared-Dove,2017-06-21,1900-01-01 00:00:01,False,True
eucdov,['song'],43.8959,3.7364,Streptopelia decaocto,Eurasian Collared-Dove,2017-05-16,1900-01-01 06:00:00,False,False
eucdov,['song'],48.1438,-123.1091,Streptopelia decaocto,Eurasian Collared-Dove,2017-07-23,1900-01-01 06:30:00,False,False
eucdov,['song'],25.7581,-98.7098,Streptopelia decaocto,Eurasian Collared-Dove,2017-07-20,1900-01-01 07:00:00,False,False
eucdov,"['song', 'wing beat']",25.7581,-98.7098,Streptopelia decaocto,Eurasian Collared-Dove,2017-07-20,1900-01-01 07:00:00,False,False
eucdov,['song'],38.2662,-104.6117,Streptopelia decaocto,Eurasian Collared-Dove,2017-08-18,1900-01-01 08:45:00,False,False
eucdov,['song'],44.8564,7.7001,Streptopelia decaocto,Eurasian Collared-Dove,2017-08-26,1900-01-01 15:30:00,False,False
